uid,row_number,lat,lon,ele
118015,11,48.574158,14.053312,528.22
118015,12,48.577448,14.149218,805.28
118015,13,48.624988,14.194193,730.3
118015,14,48.640448,14.176827,747.98
118015,15,48.707965,14.205523,781.51
118015,16,48.765128,14.285068,654.1
118015,17,48.82476,14.334198,540.41
118015,18,48.80544,14.322672,542.85
118015,19,48.805477,14.322698,
118015,2,48.668225,14.355342,531.27
118015,3,48.623322,14.312407,589.79
118015,4,48.63276,14.22867,724.81
118015,5,48.644902,14.147145,843.99
118015,6,48.613218,14.1079,860.76
118015,7,48.650302,14.056755,790.04
118015,8,48.657172,14.061,768.4
118015,9,48.60817,14.102808,833.02
118016,1,59.242188,68.946458,
118016,10,58.518721,68.667521,
118016,11,58.467981,68.547188,
118016,12,58.418748,68.418523,
118016,13,58.345476,68.337113,
118016,14,58.279315,68.298473,
118016,15,58.20053,68.353605,
118016,16,58.13078,68.328178,
118016,17,58.073306,68.196023,
118016,18,57.990043,68.141848,
118016,19,57.899921,68.134308,
118016,2,59.150438,68.998963,
118016,20,57.839326,68.012441,
118016,21,57.786316,67.882543,
118016,22,57.767136,67.70979,
118016,23,57.717068,67.575386,
118016,24,57.666946,67.437675,
118016,25,57.623478,67.334655,
118016,26,57.551543,67.195586,
118016,27,57.483066,67.095359,
118016,28,57.389501,67.038394,
118016,29,57.310515,66.948678,
118016,3,59.066321,69.026991,
118016,30,57.255386,66.820015,
118016,31,57.214781,66.6697,
118016,32,57.162323,66.541308,
118016,33,57.144886,66.376713,
118016,34,57.162528,66.223743,
118016,35,57.176916,66.056385,
118016,36,57.17363,65.901219,
118016,37,57.165426,65.748873,
118016,38,57.161821,65.599738,
118016,39,57.130398,65.482861,
118016,4,58.989331,69.059985,
118016,40,57.103445,65.329758,
118016,41,57.095661,65.207155,
118016,42,57.079158,64.998718,
118016,43,57.073698,64.852675,
118016,44,57.070103,64.641591,
118016,45,57.081743,64.48096,
118016,46,57.103683,64.323631,
118016,47,57.096215,64.114393,
118016,48,57.090993,63.924428,
118016,49,57.086763,63.735736,
118016,5,58.915074,69.065818,
118016,50,57.067281,63.572588,
118016,51,57.037271,63.424655,
118016,52,56.986453,63.261426,
118016,53,56.928913,63.157346,
118016,54,56.887663,63.018543,
118016,55,56.851178,62.862703,
118016,56,56.877176,62.710193,
118016,57,56.833093,62.56954,
118016,58,56.772856,62.450881,
118016,59,56.75744,62.28857,
118016,6,58.833623,68.972141,
118016,60,56.753973,62.100683,
118016,61,56.774051,61.945908,
118016,62,56.78123,61.781629,
118016,63,56.732128,61.828255,
118016,64,56.64134,61.780791,
118016,65,56.588221,61.680531,
118016,66,56.493193,61.61543,
118016,67,56.452898,61.508343,
118016,68,56.416363,61.392436,
118016,69,56.337238,61.400821,
118016,7,58.746823,68.934551,
118016,70,56.392786,61.405331,
118016,71,56.427446,61.334183,
118016,72,56.405718,61.144018,
118016,73,56.370133,61.007631,
118016,74,56.305473,60.966751,
118016,75,56.283366,60.875801,
118016,76,56.197893,60.867368,
118016,77,56.111239,60.903121,
118016,78,56.034794,60.964893,
118016,79,55.972831,60.847948,
118016,8,58.684295,68.832251,
118016,80,55.909646,60.734628,
118016,81,55.833946,60.648166,
118016,82,55.763428,60.561668,
118016,83,55.681248,60.498654,
118016,84,55.604016,60.421948,
118016,85,55.527613,60.33844,
118016,86,55.478428,60.221871,
118016,87,55.407626,60.27084,
118016,88,55.316235,60.214273,
118016,89,55.227555,60.188751,
118016,9,58.610866,68.757765,
118016,90,55.148083,60.143746,
118016,91,55.131673,60.078648,
118017,1,47.9994316,0.2355366,
118017,2,47.9855918,0.2442999,
118017,3,48.0058288,0.2456466,
118017,4,47.9989089,0.2058466,
118017,5,48.3500366,-0.0798283,
118017,6,48.6476249,-2.0630116,
118017,7,48.6529083,-2.0333883,
118017,8,45.2052497,5.7383985,
118018,1,-35.0151898,138.7360882,
118018,10,-34.9686232,138.8217099,
118018,11,-34.9895499,138.8271266,
118018,12,-34.9822583,138.8411716,
118018,2,-35.0061349,138.7876182,
118018,3,-34.9886215,138.7954366,
118018,4,-34.9963232,138.8305149,
118018,5,-35.0072282,138.7989416,
118018,6,-34.9911365,138.8228116,
118018,7,-34.9614216,138.8101449,
118018,8,-34.9240349,138.8274933,
118018,9,-34.9309499,138.8252482,
11802,1,40.695754,-75.496892,114.83
11802,10,41.298368,-75.506074,577.07
11802,11,41.349835,-75.459818,516.41
11802,12,41.362018,-75.491025,503
11802,2,40.719783,-75.398045,127.25
11802,3,40.797529,-75.353889,214.48
11802,4,40.860383,-75.293988,291.43
11802,5,40.935142,-75.295913,182.95
11802,6,41.010824,-75.295424,251.76
11802,7,41.06456,-75.370849,476.36
11802,8,41.144909,-75.403586,582.87
11802,9,41.215973,-75.475493,588.49
118020,1,-28.4727893,-65.7888327,
118020,10,-29.2421466,-65.7620858,
118020,11,-29.3242667,-65.7193394,
118020,12,-29.4134517,-65.7163911,
118020,13,-29.4827075,-65.6503015,
118020,14,-29.5518066,-65.5840579,
118020,15,-29.6019107,-65.508664,
118020,16,-29.5862844,-65.4068025,
118020,17,-29.5706744,-65.3047279,
118020,18,-29.5550462,-65.2029127,
118020,19,-29.5391055,-65.1010614,
118020,2,-28.5406306,-65.7921063,
118020,20,-29.5232957,-64.999225,
118020,21,-29.5279488,-64.9071612,
118020,22,-29.6027059,-64.8495953,
118020,23,-29.6784514,-64.7936763,
118020,24,-29.7542112,-64.7377965,
118020,25,-29.8297224,-64.6811455,
118020,26,-29.9112802,-64.6376598,
118020,27,-29.9944284,-64.5976487,
118020,28,-30.0774248,-64.5576853,
118020,29,-30.1604772,-64.5176255,
118020,3,-28.6198894,-65.7609708,
118020,30,-30.242275,-64.4744587,
118020,31,-30.3174209,-64.4174043,
118020,32,-30.3945064,-64.3639667,
118020,33,-30.4219417,-64.3420326,
118020,4,-28.7096167,-65.7701482,
118020,5,-28.7980411,-65.760511,
118020,6,-28.8880502,-65.7595112,
118020,7,-28.9778993,-65.7579492,
118020,8,-29.0679316,-65.7630718,
118020,9,-29.1580512,-65.768161,
118021,1,-35.3351399,150.4729566,
118021,10,-35.9404666,150.1020816,
118021,11,-35.9976016,150.1059483,
118021,12,-36.0662865,150.0503749,
118021,13,-36.1370432,150.0921932,
118021,14,-36.2129516,150.1232366,
118021,15,-36.2165399,150.1273366,
118021,2,-35.3815482,150.4573082,
118021,3,-35.4456232,150.3883482,
118021,4,-35.5068032,150.3250299,
118021,5,-35.5700732,150.2662849,
118021,6,-35.6513716,150.2376649,
118021,7,-35.7180982,150.1764649,
118021,8,-35.7950099,150.1308215,
118021,9,-35.8739816,150.1078249,
118022,1,6.367681,100.328513,
118022,10,6.07758,100.382016,
118022,11,6.000591,100.42499,
118022,12,5.921323,100.466085,
118022,13,6.397016,100.127806,
118022,2,6.294188,100.366866,
118022,3,6.401625,100.1765,
118022,4,6.420163,100.262228,
118022,5,5.749505,100.511506,
118022,6,6.238053,100.420445,
118022,7,6.16337,100.406143,
118022,8,5.673061,100.507311,
118022,9,5.835106,100.48734,
118023,1,59.09904,37.910843,
118023,10,59.12488,37.925281,
118023,11,59.127098,37.953768,
118023,12,59.09817,37.911368,
118023,13,59.116856,38.007043,
118023,14,59.12976,38.010866,
118023,15,59.11738,38.007268,
118023,16,59.105481,37.905883,
118023,17,59.128701,37.939085,
118023,18,59.126488,37.93143,
118023,19,59.110316,37.904606,
118023,2,59.116085,38.006561,
118023,20,59.116933,37.98374,
118023,21,59.097213,37.92362,
118023,22,59.125278,37.966758,
118023,23,59.126635,37.91203,
118023,24,59.121145,37.904211,
118023,25,59.123675,37.979275,
118023,26,59.133976,37.964183,
118023,3,59.103726,37.907068,
118023,4,59.128111,37.943401,
118023,5,59.144228,37.957328,
118023,6,59.124941,37.970506,
118023,7,59.092865,37.924855,
118023,8,59.12123,37.99629,
118023,9,59.114823,37.903201,
118024,1,56.299515,43.94374,
118024,10,56.299512,44.071695,
118024,11,56.298735,43.970597,
118024,12,56.240145,43.864383,
118024,13,56.26725,43.914747,
118024,14,56.315662,44.01628,
118024,15,56.299748,44.068362,
118024,16,56.29892,43.965528,
118024,17,56.235027,43.87109,
